"","ensembl_gene_id","res","Identifier"
"1085","ENSG00000130255","Upregulated","NM_015414"
"1086","ENSG00000177663","Downregulated","NM_001289905"
"1087","ENSG00000107796","Upregulated","NM_001141945"
"1088","ENSG00000163104","Downregulated","NM_001128429"
"1089","ENSG00000213465","Upregulated","NM_001199745"
"1090","ENSG00000268350","Upregulated","NM_001242489"
"1091","ENSG00000118900","Downregulated","NM_001079514"
"1092","ENSG00000143797","Upregulated","NM_001321265"
"1093","ENSG00000122417","Downregulated","NM_001007022"
"1094","ENSG00000123728","Downregulated","NM_001271186"
"1095","ENSG00000109881","Upregulated","NM_030771"
"1096","ENSG00000116288","Upregulated","NM_001123377"
"1097","ENSG00000162585","Upregulated","NM_001146310"
"1098","ENSG00000108854","Downregulated","NM_022739"
"1099","ENSG00000124256","Downregulated","NM_001160417"
"1100","ENSG00000183475","Downregulated","NM_024708"
"1101","ENSG00000153922","Downregulated","NM_001270"
"1102","ENSG00000117586","Upregulated","NM_001297562"
"1103","ENSG00000077312","Upregulated","NM_004596"
"1104","ENSG00000108091","Downregulated","NM_005436"
"1105","ENSG00000235750","Downregulated","NM_001162893"
"1106","ENSG00000183354","Downregulated","NM_001017969"
"1107","ENSG00000178773","Upregulated","NM_014427"
"1108","ENSG00000126070","Downregulated","NM_024852"
"1109","ENSG00000077232","Downregulated","NM_001271581"
"1110","ENSG00000172005","Upregulated","NM_002371"
"1111","ENSG00000088832","Upregulated","NM_000801"
"1112","ENSG00000154001","Downregulated","NM_001282179"
"1113","ENSG00000163320","Downregulated","NM_001008390"
"1114","ENSG00000125686","Downregulated","NM_004774"
"1115","ENSG00000197818","Downregulated","NM_001260491"
"1116","ENSG00000179295","Downregulated","NM_001330437"
"1117","ENSG00000214022","Downregulated","NM_001099695"
"1118","ENSG00000152147","Upregulated","NM_024775"
"1119","ENSG00000275272","Downregulated","NM_001031732"
"1120","ENSG00000130511","Upregulated","NM_001009998"
"1121","ENSG00000101745","Downregulated","NM_001083625"
"1122","ENSG00000109111","Downregulated","NM_001320755"
"1123","ENSG00000185862","Downregulated","NM_006495"
"1124","ENSG00000134352","Downregulated","NM_001190981"
"1125","ENSG00000196313","Downregulated","NM_001257190"
"1126","ENSG00000184207","Upregulated","NM_001042371"
"1127","ENSG00000071462","Upregulated","NM_001202560"
"1128","ENSG00000136738","Downregulated","NM_001324282"
"1129","ENSG00000153048","Upregulated","NM_001042476"
"1130","ENSG00000162076","Upregulated","NM_001142499"
"1131","ENSG00000167674","Upregulated","NM_001001520"
"1132","ENSG00000128626","Upregulated","NM_021107"
"1133","ENSG00000171824","Downregulated","NM_001001998"
"1134","ENSG00000164924","Downregulated","NM_001135699"
"1135","ENSG00000151500","Upregulated","NM_001037304"
"1136","ENSG00000108679","Downregulated","NM_005567"
"1137","ENSG00000224398","Upregulated","NM_001282385"
"1138","ENSG00000196950","Downregulated","NM_001127257"
"1139","ENSG00000126934","Upregulated","NM_030662"
"1140","ENSG00000122026","Upregulated","NM_000982"
"1141","ENSG00000108094","Downregulated","NM_001198777"
"1142","ENSG00000167468","Upregulated","NM_001039847"
"1143","ENSG00000125731","Downregulated","NM_001386583"
"1144","ENSG00000172466","Downregulated","NM_001308123"
"1145","ENSG00000104267","Downregulated","NM_000067"
"1146","ENSG00000100526","Upregulated","NM_001130851"
"1147","ENSG00000156469","Upregulated","NM_001286643"
"1148","ENSG00000100316","Upregulated","NM_000967"
"1149","ENSG00000110324","Downregulated","NM_001558"
"1150","ENSG00000157778","Upregulated","NM_001134340"
"1151","ENSG00000168394","Downregulated","NM_000593"
"1152","ENSG00000203950","Upregulated","NM_001078172"
"1153","ENSG00000174851","Upregulated","NM_001300861"
"1154","ENSG00000170667","Upregulated","NM_001079877"
"1155","ENSG00000160691","Downregulated","NM_001130040"
"1156","ENSG00000182154","Upregulated","NM_032477"
"1157","ENSG00000104979","Upregulated","NM_014047"
"1158","ENSG00000135148","Downregulated","NM_001143906"
"1159","ENSG00000186908","Downregulated","NM_001359626"
"1160","ENSG00000134590","Upregulated","NM_001078171"
"1161","ENSG00000133704","Downregulated","NM_001190995"
"1162","ENSG00000136436","Downregulated","NM_001261390"
"1163","ENSG00000087077","Upregulated","NM_003302"
"1164","ENSG00000173272","Upregulated","NM_001085365"
"1165","ENSG00000104889","Upregulated","NM_006397"
"1166","ENSG00000122591","Downregulated","NM_001363466"
"1167","ENSG00000116095","Downregulated","NM_019091"
"1168","ENSG00000106723","Downregulated","NM_006717"
"1169","ENSG00000170248","Downregulated","NM_001162429"
"1170","ENSG00000099904","Downregulated","NM_001185024"
"1171","ENSG00000129675","Downregulated","NM_001306177"
"1172","ENSG00000185127","Downregulated","NM_001029863"
"1173","ENSG00000142192","Downregulated","NM_000484"
"1174","ENSG00000072518","Downregulated","NM_001039469"
"1175","ENSG00000157764","Downregulated","NM_001354609"
"1176","ENSG00000155849","Downregulated","NM_001039459"
"1177","ENSG00000071537","Downregulated","NM_001244984"
"1178","ENSG00000090612","Downregulated","NM_001165881"
"1179","ENSG00000187840","Upregulated","NM_004095"
"1180","ENSG00000169692","Upregulated","NM_001012727"
"1181","ENSG00000092841","Upregulated","NM_021019"
"1182","ENSG00000277791","Upregulated","NM_002795"
"1183","ENSG00000231500","Upregulated","NM_022551"
"1184","ENSG00000147162","Downregulated","NM_003605"
"1185","ENSG00000091527","Downregulated","NM_001134422"
"1186","ENSG00000174004","Downregulated","NM_198565"
"1187","ENSG00000088038","Downregulated","NM_014516"
"1188","ENSG00000196428","Downregulated","NM_001303264"
"1189","ENSG00000144224","Downregulated","NM_014607"
"1190","ENSG00000197958","Upregulated","NM_000976"
"1191","ENSG00000139737","Upregulated","NM_001040153"
"1192","ENSG00000172575","Upregulated","NM_001128602"
"1193","ENSG00000108061","Downregulated","NM_001269039"
"1194","ENSG00000141378","Upregulated","NM_001015509"
"1195","ENSG00000109320","Downregulated","NM_001165412"
"1196","ENSG00000163870","Upregulated","NM_001136053"
"1197","ENSG00000171316","Downregulated","NM_001316690"
"1198","ENSG00000174718","Downregulated","NM_018169"
"1199","ENSG00000181555","Downregulated","NM_001349370"
"1200","ENSG00000169116","Upregulated","NM_015393"
"1201","ENSG00000061987","Downregulated","NM_001278469"
"1202","ENSG00000109381","Downregulated","NM_001276457"
"1203","ENSG00000198000","Downregulated","NM_001256394"
"1204","ENSG00000115935","Downregulated","NM_001077269"
"1205","ENSG00000005100","Downregulated","NM_001199699"
"1206","ENSG00000111669","Upregulated","NM_000365"
"1207","ENSG00000164830","Downregulated","NM_001198532"
"1208","ENSG00000188186","Upregulated","NM_001008395"
"1209","ENSG00000138757","Downregulated","NM_001400004"
"1210","ENSG00000117298","Upregulated","NM_001113347"
"1211","ENSG00000168286","Upregulated","NM_020457"
"1212","ENSG00000004779","Upregulated","NM_005003"
"1213","ENSG00000108587","Downregulated","NM_001007024"
"1214","ENSG00000177971","Upregulated","NM_018285"
"1215","ENSG00000002330","Upregulated","NM_004322"
"1216","ENSG00000274287","Upregulated","NM_015356"
"1217","ENSG00000112799","Upregulated","NM_004271"
"1218","ENSG00000143353","Upregulated","NM_001300769"
"1219","ENSG00000122034","Upregulated","NM_002097"
"1220","ENSG00000170989","Downregulated","NM_001320730"
"1221","ENSG00000092140","Downregulated","NM_001308097"
"1222","ENSG00000164306","Upregulated","NM_001300767"
"1223","ENSG00000198900","Downregulated","NM_003286"
"1224","ENSG00000018189","Downregulated","NM_001037442"
"1225","ENSG00000134291","Upregulated","NM_001143841"
"1226","ENSG00000141429","Downregulated","NM_001384438"
"1227","ENSG00000113742","Downregulated","NM_001308189"
"1228","ENSG00000172809","Upregulated","NM_000999"
"1229","ENSG00000140044","Upregulated","NM_001135047"
"1230","ENSG00000119616","Downregulated","NM_001318508"
"1231","ENSG00000062725","Downregulated","NM_001282476"
"1232","ENSG00000143437","Downregulated","NM_001197325"
"1233","ENSG00000006625","Upregulated","NM_001199815"
"1234","ENSG00000134597","Upregulated","NM_016024"
"1235","ENSG00000107242","Downregulated","NM_001031687"
"1236","ENSG00000111639","Upregulated","NM_016497"
"1237","ENSG00000132207","Upregulated","NM_001014999"
"1238","ENSG00000180370","Downregulated","NM_002577"
"1239","ENSG00000116199","Downregulated","NM_001324310"
"1240","ENSG00000172197","Upregulated","NM_001080480"
"1241","ENSG00000243449","Upregulated","NM_001141936"
"1242","ENSG00000148019","Upregulated","NM_001098802"
"1243","ENSG00000262666","Upregulated","NM_001267608"
"1244","ENSG00000275302","Downregulated","NM_002984"
"1245","ENSG00000242265","Upregulated","NM_001040152"
"1246","ENSG00000158470","Downregulated","NM_004776"
"1247","ENSG00000108590","Upregulated","NM_016060"
"1248","ENSG00000184451","Upregulated","NM_016602"
"1249","ENSG00000062582","Upregulated","NM_032014"
"1250","ENSG00000154727","Downregulated","NM_001197297"
"1251","ENSG00000185420","Upregulated","NM_001167740"
"1252","ENSG00000253719","Downregulated","NM_001136262"
"1253","ENSG00000123064","Upregulated","NM_001111322"
"1254","ENSG00000182093","Upregulated","NM_001146218"
"1255","ENSG00000144029","Upregulated","NM_001321995"
"1256","ENSG00000196504","Downregulated","NM_001354431"
"1257","ENSG00000183513","Upregulated","NM_001008215"
"1258","ENSG00000100284","Upregulated","NM_001135729"
"1259","ENSG00000163082","Downregulated","NM_001320833"
"1260","ENSG00000206560","Downregulated","NM_001195098"
"1261","ENSG00000111371","Downregulated","NM_001077484"
"1262","ENSG00000138777","Upregulated","NM_001034191"
"1263","ENSG00000144597","Downregulated","NM_033083"
"1264","ENSG00000104529","Upregulated","NM_001130053"
"1265","ENSG00000136381","Downregulated","NM_001320941"
"1266","ENSG00000134248","Upregulated","NM_001382293"
"1267","ENSG00000196954","Downregulated","NM_001225"
"1268","ENSG00000135535","Downregulated","NM_001142401"
"1269","ENSG00000198791","Downregulated","NM_001322087"
"1270","ENSG00000104129","Upregulated","NM_018163"
"1271","ENSG00000103121","Upregulated","NM_001351967"
"1272","ENSG00000124155","Downregulated","NM_001184728"
"1273","ENSG00000107872","Upregulated","NM_001387294"
"1274","ENSG00000107833","Upregulated","NM_006993"
"1275","ENSG00000165502","Upregulated","NM_001001"
"1276","ENSG00000049860","Upregulated","NM_000521"
"1277","ENSG00000130755","Upregulated","NM_001301008"
"1278","ENSG00000127870","Downregulated","NM_005977"
"1279","ENSG00000152520","Downregulated","NM_175854"
"1280","ENSG00000079805","Downregulated","NM_001005360"
"1281","ENSG00000169375","Downregulated","NM_001145357"
"1282","ENSG00000175390","Upregulated","NM_003754"
"1283","ENSG00000071205","Upregulated","NM_024605"
"1284","ENSG00000237190","Upregulated","NM_080656"
"1285","ENSG00000137040","Downregulated","NM_001243202"
"1286","ENSG00000116353","Upregulated","NM_001024732"
"1287","ENSG00000204120","Downregulated","NM_001103146"
"1288","ENSG00000158615","Downregulated","NM_032833"
"1289","ENSG00000106400","Upregulated","NM_006349"
"1290","ENSG00000114054","Upregulated","NM_000532"
"1291","ENSG00000107829","Upregulated","NM_001323541"
"1292","ENSG00000169976","Upregulated","NM_031287"
"1293","ENSG00000089127","Downregulated","NM_001032409"
"1294","ENSG00000170571","Downregulated","NM_198449"
"1295","ENSG00000108523","Upregulated","NM_001320356"
"1296","ENSG00000141646","Downregulated","NM_001407041"
"1297","ENSG00000101473","Upregulated","NM_005469"
"1298","ENSG00000164307","Downregulated","NM_001040458"
"1299","ENSG00000139343","Upregulated","NM_001394209"
"1300","ENSG00000148908","Upregulated","NM_001005339"
"1301","ENSG00000078070","Upregulated","NM_001293273"
"1302","ENSG00000163170","Upregulated","NM_001035505"
"1303","ENSG00000100243","Upregulated","NM_000398"
"1304","ENSG00000101182","Upregulated","NM_002792"
"1305","ENSG00000145868","Downregulated","NM_001271723"
"1306","ENSG00000107929","Downregulated","NM_001351277"
"1307","ENSG00000244462","Downregulated","NM_001198838"
"1308","ENSG00000133789","Downregulated","NM_001297714"
"1309","ENSG00000131503","Downregulated","NM_001197030"
"1310","ENSG00000244187","Upregulated","NM_032928"
"1311","ENSG00000119953","Downregulated","NM_005871"
"1312","ENSG00000170791","Upregulated","NM_001011667"
"1313","ENSG00000086848","Upregulated","NM_001077690"
"1314","ENSG00000106603","Upregulated","NM_001321197"
"1315","ENSG00000115368","Downregulated","NM_001303096"
"1316","ENSG00000154518","Upregulated","NM_001002256"
"1317","ENSG00000152558","Downregulated","NM_052932"
"1318","ENSG00000226916","Upregulated","NM_001164267"
"1319","ENSG00000140264","Upregulated","NM_001018108"
"1320","ENSG00000176155","Upregulated","NM_001316321"
"1321","ENSG00000163399","Upregulated","NM_000701"
"1322","ENSG00000159884","Upregulated","NM_001195200"
"1323","ENSG00000112851","Downregulated","NM_001006600"
"1324","ENSG00000156304","Downregulated","NM_001145444"
"1325","ENSG00000105364","Upregulated","NM_001411149"
"1326","ENSG00000112697","Downregulated","NM_001143958"
"1327","ENSG00000171148","Upregulated","NM_001278270"
"1328","ENSG00000133884","Downregulated","NM_001330308"
"1329","ENSG00000142676","Upregulated","NM_000975"
"1330","ENSG00000125352","Upregulated","NM_006978"
"1331","ENSG00000122958","Downregulated","NM_001035260"
"1332","ENSG00000149923","Upregulated","NM_001303503"
"1333","ENSG00000135899","Downregulated","NM_001185015"
"1334","ENSG00000106399","Upregulated","NM_002947"
"1335","ENSG00000105576","Downregulated","NM_001136195"
"1336","ENSG00000143653","Upregulated","NM_016002"
"1337","ENSG00000172175","Downregulated","NM_006785"
"1338","ENSG00000100129","Upregulated","NM_001242923"
"1339","ENSG00000164944","Upregulated","NM_015496"
"1340","ENSG00000129235","Upregulated","NM_032731"
"1341","ENSG00000169020","Upregulated","NM_007100"
"1342","ENSG00000221983","Upregulated","NM_001033930"
"1343","ENSG00000175581","Upregulated","NM_001030046"
"1344","ENSG00000107438","Upregulated","NM_020992"
"1345","ENSG00000180628","Downregulated","NM_001256549"
"1346","ENSG00000116001","Downregulated","NM_001351508"
"1347","ENSG00000122705","Upregulated","NM_001076677"
"1348","ENSG00000138085","Upregulated","NM_001170795"
"1349","ENSG00000166441","Upregulated","NM_000990"
"1350","ENSG00000114023","Upregulated","NM_014367"
"1351","ENSG00000165775","Upregulated","NM_023934"
"1352","ENSG00000254999","Upregulated","NM_018462"
